m_bits,Method,R_bits_per_token,utilization,empirical_entropy_rate_bits_per_token,N_tokens_mean,N_trials
10,Discop,2.115873015873016,0.7522840024312152,2.9851802263387337,6.1,10
10,ACS2,2.221825396825397,0.9160732560986491,2.4283408237428508,5.6,10
11,ACS1,4.280833333333334,0.9342047823414402,4.550677861258578,3.9,10
11,Discop,2.4597222222222226,0.7502484715559551,3.1756390841557396,5.5,10
11,ACS2,2.251111111111111,0.8585031623540396,2.5916186117221836,6.7,10
12,ACS1,2.559090909090909,0.8499518135557335,3.1178983093152093,5.6,10
12,Discop,1.7495670995670995,0.804076759085959,2.17448915551601,7.9,10
12,ACS2,1.8795670995670997,0.9097810322203529,2.0960415326945534,7.7,10
13,ACS1,2.3936507936507936,0.8920344260102805,2.6199251651008555,6.4,10
13,Discop,2.8667063492063494,0.8180184476953916,3.5154103106290266,5.5,10
13,ACS2,3.325833333333333,0.9171482445270078,3.7368189450511813,4.7,10
14,ACS1,2.3822727272727273,0.9252612067569655,2.5666352723335084,6.4,10
14,Discop,1.9377777777777776,0.7221167917866808,2.726766967994626,8.0,10
14,ACS2,2.033333333333333,0.9097395784830742,2.2704502536536864,7.5,10
15,ACS1,2.330952380952381,0.8692793245641186,2.6764368826707927,7.3,10
15,Discop,1.9827380952380953,0.7758261061474501,2.5610426268856825,8.2,10
15,ACS2,2.240530303030303,0.9116831453973274,2.4915249618450477,7.4,10
16,ACS1,2.177200577200577,0.8705891614535023,2.4918157584119003,8.2,10
16,Discop,2.326349206349206,0.7887230391661372,2.950114837671163,7.3,10
16,ACS2,3.075555555555556,0.9221675254553849,3.472264294931059,6.9,10
17,ACS1,2.572936507936508,0.9241173681948809,2.793346354883474,7.0,10
17,Discop,2.180440115440115,0.7552333539709959,2.8812841753488354,8.4,10
17,ACS2,3.1611480186480185,0.8994204720476731,3.5008833061403353,6.4,10
18,ACS1,2.447877122877123,0.8697355732107394,2.789445399412683,8.6,10
18,Discop,3.3472727272727276,0.8481283717194514,3.8710330849425745,6.7,10
18,ACS2,2.592142857142857,0.8657814453881134,3.0306823074754923,7.6,10
19,ACS1,2.8643939393939393,0.911910155612612,3.142982006635807,7.7,10
19,Discop,2.562690642690643,0.8368064884903866,3.1116097775479905,8.0,10
19,ACS2,2.697766955266955,0.9577361350807223,2.803515369118836,7.7,10
20,ACS1,2.0421356421356425,0.9594519158345832,2.12756622214158,10.2,10
20,Discop,3.0976911976911974,0.8029428174128282,3.888437055898463,7.4,10
20,ACS2,2.5848706848706846,0.9561736904120363,2.6891666363976037,8.3,10
21,ACS1,3.4174999999999995,0.927888864589654,3.6298814731587505,7.5,10
21,Discop,2.514189976689977,0.7902279909110386,3.1694762884426932,9.0,10
21,ACS2,2.73474358974359,0.9140252829718649,2.972149714247916,8.7,10
22,ACS1,2.8365079365079366,0.9250057921560334,3.088126842805994,8.4,10
22,Discop,2.105150470444588,0.8776644292008203,2.4134277675253246,11.0,10
22,ACS2,2.9063492063492062,0.9494356921160412,3.075154858054823,8.1,10
23,ACS1,2.9860683760683764,0.9431436844563473,3.107597641480882,9.2,10
23,Discop,2.4287734487734487,0.8144457506556918,3.0355698557707154,10.8,10
23,ACS2,2.258896658896659,0.9345539080235958,2.4228863978726625,10.7,10
24,ACS1,2.2915151515151515,0.9570628731466012,2.3989533453067144,10.7,10
24,Discop,2.4940792540792542,0.833921122401794,3.026930171535118,10.2,10
24,ACS2,2.41994005994006,0.936368038317257,2.590752502299509,10.7,10
25,ACS1,2.9869505494505497,0.9174269392011352,3.25877978503554,9.1,10
25,Discop,2.1966366966366966,0.8268465654258931,2.6686919064432972,11.8,10
25,ACS2,2.5197163947163945,0.9123894595540912,2.7578772135837224,10.4,10
26,ACS1,2.62702380952381,0.9098858346936478,2.905159827808286,10.6,10
26,Discop,2.5234920634920637,0.8656266964929038,2.902505740110098,10.9,10
26,ACS2,2.9601731601731602,0.9405913523320205,3.260128359560081,9.5,10
27,ACS1,2.4661963036963037,0.9191816786393112,2.6794371471724383,11.3,10
27,Discop,2.4839835164835167,0.8472092634904194,2.960502122199606,11.5,10
27,ACS2,2.360474378562614,0.9364810063300674,2.5204264079274705,11.9,10
28,ACS1,2.7290909090909095,0.9185114826062689,2.9900759326550976,10.8,10
28,Discop,2.5964257964257964,0.818784959176809,3.146613638065056,11.5,10
28,ACS2,3.0710411810411813,0.9534797125003969,3.21866823494697,9.6,10
29,ACS1,2.8549420024420025,0.945967817991279,3.014284865829663,10.5,10
29,Discop,2.606652236652237,0.8602667891606803,3.0320518249875192,11.8,10
29,ACS2,2.6675718725718722,0.9255454593856308,2.8843580191088125,11.9,10
30,ACS1,2.461926798691504,0.9078474855800778,2.6980913562235345,12.8,10
30,Discop,2.513236763236763,0.8307174479294919,3.03406841343756,12.1,10
30,ACS2,3.0015151515151515,0.94922468699771,3.1632958927552712,10.1,10
31,ACS1,3.571611027861029,0.9311202228970774,3.8467860135887064,10.7,10
31,Discop,3.044453601953602,0.8532721282680292,3.570646825373296,11.3,10
31,ACS2,3.2514557664557664,0.9463714524204114,3.431931328285721,10.1,10
32,ACS1,3.0957648199753462,0.9363752141684243,3.2991832098708906,11.8,10
32,Discop,2.8934204976310243,0.8354686864240077,3.4423417220139356,12.0,10
32,ACS2,2.594010434010434,0.9308821523494171,2.7976601389291456,12.6,10
33,ACS1,2.707246481588587,0.953658333543388,2.8624937802301202,13.2,10
33,Discop,2.4556895065718596,0.8324728054231769,2.9921335193740246,13.9,10
33,ACS2,2.696974789915967,0.9629345582330338,2.79741937615007,12.6,10
34,ACS1,2.561101530048899,0.9354367347715303,2.756211111947329,13.8,10
34,Discop,2.3186333207022862,0.8690936877650266,2.6828100870100244,15.5,10
34,ACS2,2.856332556332556,0.9417428040050334,3.0484983965570183,12.2,10
35,ACS1,2.4928675899264134,0.9388308074986378,2.6683805460865093,14.5,10
35,Discop,2.926427738927739,0.8105052348806472,3.61423655793116,12.3,10
35,ACS2,2.6501131221719456,0.978193880140144,2.702746878074117,13.8,10
36,ACS1,2.6685843568196512,0.9523501510163699,2.812812317086734,14.0,10
36,Discop,2.6032617382617382,0.8581298418680638,3.018832012833765,14.6,10
36,ACS2,3.0430419580419583,0.9690043859762378,3.1354345996668083,12.5,10
37,ACS1,3.1861675824175824,0.9779867052651255,3.2631537744350148,12.1,10
37,Discop,2.668546072090964,0.8457196389104549,3.183319161513013,14.2,10
37,ACS2,3.184550449550449,0.9566086737783792,3.333472361695108,12.4,10
38,ACS1,2.586894151600034,0.9527533767528331,2.7060244345153577,15.2,10
38,Discop,2.7528609135962077,0.8718199786348441,3.2044474387780695,14.3,10
38,ACS2,2.5651228183581125,0.9466980127461581,2.7137317473912606,15.1,10
39,ACS1,3.1275286478227655,0.979266600345875,3.1956809935050763,13.0,10
39,Discop,2.3496153987910953,0.8898222924240315,2.6425315938750438,17.0,10
39,ACS2,2.649114145658263,0.9608172507225365,2.7601423074482456,14.9,10
40,ACS1,2.8148292024453014,0.9491963237423946,2.9720731031957244,14.6,10
40,Discop,3.0383838383838384,0.8782257976257007,3.4697453709267805,14.2,10
40,ACS2,3.1414751914751915,0.9832042514515573,3.20334991502354,13.4,10
41,ACS1,3.0287634669252315,0.9549462407460189,3.1724164131261956,13.8,10
41,Discop,2.7394860249542914,0.8731319402152374,3.1115012142350778,16.3,10
41,ACS2,2.988170426065163,0.9539970353590178,3.1337857276116536,14.5,10
42,ACS1,3.22229020979021,0.9514376250693616,3.3892218241311043,13.6,10
42,Discop,3.000728438228438,0.8637271755328857,3.4735444435355958,14.6,10
42,ACS2,2.9405398110661265,0.9748474461252126,3.0169477553315263,14.6,10
43,ACS1,3.4645767631061744,0.9462716926006701,3.665112095452245,12.7,10
43,Discop,2.7499560789227973,0.8722795984207391,3.1620940895294436,16.4,10
43,ACS2,3.2252901484480434,0.9560684626226493,3.389376661497471,14.0,10
44,ACS1,2.777254353833301,0.9778926100310189,2.842812241292347,16.2,10
44,Discop,2.867960474338183,0.8864496368353141,3.237875938572953,15.7,10
44,ACS2,3.1838583638583637,0.9643700383858664,3.2996980760954906,14.8,10
45,ACS1,2.9605263157894735,0.9547434030375339,3.104155978777932,16.2,10
45,Discop,3.0103271728271728,0.8561775581334284,3.5206452263251444,15.4,10
45,ACS2,3.1446428571428573,0.9567612180357127,3.3051379702830355,15.0,10
46,ACS1,3.2933916900093374,0.9614362322494034,3.440161660260827,14.5,10
46,Discop,2.723784934249331,0.885171239553803,3.0674762500858277,18.7,10
46,ACS2,3.178594053005818,0.9590296891460623,3.314147030736649,15.0,10
47,ACS1,3.139495436194353,0.972988475701294,3.2329283042255397,15.4,10
47,Discop,2.8855949167791275,0.8770463001943904,3.2741233868343906,17.8,10
47,ACS2,3.2732575319417423,0.9170164835440164,3.6076129049039,15.2,10
48,ACS1,3.225096162867061,0.9865747973061779,3.2720711430476648,16.3,10
48,Discop,2.7284716604345087,0.8753036368110589,3.1049444487047184,18.2,10
48,ACS2,3.0171004434162327,0.9810463659018339,3.0876108967567912,16.4,10
49,ACS1,3.35597033685269,0.9723077577616402,3.459552722737216,14.8,10
49,Discop,2.7525457229675494,0.8782152173416312,3.1499015496794924,18.4,10
49,ACS2,3.1633959799230693,0.973780386548874,3.2490323387515856,16.3,10
50,ACS1,3.2829202960781907,0.9763234066185428,3.3875745003492717,16.3,10
50,Discop,2.68279147323265,0.8760224279249276,3.041139195392737,19.5,10
50,ACS2,3.3538981443393205,0.9540575556419943,3.5083178739169085,15.4,10
51,ACS1,3.7898917748917755,0.9781541843276722,3.876476155397545,13.9,10
51,Discop,3.040596377306904,0.8924312166959327,3.40521855716281,17.7,10
51,ACS2,2.8511157626402635,0.9736720138350373,2.9331018230976804,18.8,10
52,ACS1,3.1284415584415584,0.9725601634227947,3.215222791646208,17.1,10
52,Discop,2.8177890135320474,0.8542386689486371,3.309914779639686,18.7,10
52,ACS2,3.183349632250561,0.9619159878694787,3.2909527406792742,18.5,10
53,ACS1,3.20984417465919,0.9687926387291268,3.315985049571129,17.3,10
53,Discop,2.521045747684066,0.852427233658724,2.949781207241644,22.7,10
53,ACS2,2.9858702462678433,0.9775726464404398,3.051644855708092,18.3,10
54,ACS1,3.2400563909774442,0.9588880178674879,3.3788785481540358,16.9,10
54,Discop,2.8357732564245555,0.8712774336622422,3.2371604637590634,21.4,10
54,ACS2,2.9330700580883646,0.9770591781216517,2.9938951035383816,19.3,10
55,ACS1,3.4515943658165016,0.9686577655683285,3.5646610333234063,16.5,10
55,Discop,2.49779445594663,0.8510938477361469,2.9348547878993814,22.4,10
55,ACS2,3.0017087555846134,0.9719178345612172,3.0907235816981453,18.9,10
56,ACS1,2.9429519450800914,0.9684516942543773,3.0332290627889433,19.9,10
56,Discop,3.0163814616755795,0.8853484529620104,3.397375368950989,19.2,10
56,ACS2,2.988047676198706,0.955647252028848,3.141222499120323,20.0,10
57,ACS1,3.3410105580693816,0.9825072151512826,3.399323558306846,17.3,10
57,Discop,2.8705763367067716,0.8688720562853962,3.2888850120366078,20.5,10
57,ACS2,2.9525218911523265,0.9627459801519889,3.0948304846340973,20.9,10
58,ACS1,3.0583503836317134,0.9533488815433675,3.204411742120685,19.6,10
58,Discop,3.077146231821154,0.8744925635062252,3.5387653451908285,20.5,10
58,ACS2,3.1088316379183256,0.9545701429610631,3.269155297538057,19.7,10
59,ACS1,3.1563130265561035,0.9757396732575765,3.2434843420890056,19.6,10
59,Discop,3.0320935116991112,0.8754903862782519,3.4659861042840694,19.6,10
59,ACS2,3.048745137712529,0.9810763437588491,3.113425688652878,20.4,10
60,ACS1,3.0420351578246314,0.9780732601716838,3.1106023718020337,20.9,10
60,Discop,3.119871794871795,0.9091205648315581,3.4236592619950463,19.9,10
60,ACS2,3.111454472226447,0.9771595158103139,3.1829059609990393,20.0,10
61,ACS1,3.156158932685248,0.9682988707344015,3.2696082744130686,20.1,10
61,Discop,3.146554259580575,0.8801448567997665,3.5664086230627348,20.3,10
61,ACS2,3.083264972378245,0.9847890613255854,3.1333129787052814,20.3,10
62,ACS1,2.987960465933612,0.9803923545901918,3.0522517749694806,21.9,10
62,Discop,2.90065644893429,0.8901880232394623,3.26266921406146,23.4,10
62,ACS2,3.1493102997942812,0.9777170946994934,3.2208651586468404,20.2,10
63,ACS1,3.052081025000933,0.9661695145340833,3.169268223977892,21.4,10
63,Discop,2.7070180591522424,0.8517343669205497,3.1726201806555925,23.8,10
63,ACS2,2.9488062200956935,0.9665334652500632,3.058508353940715,21.5,10
64,ACS1,3.0166396566396565,0.9844823171589322,3.0626747331567947,21.6,10
64,Discop,2.89529588554335,0.893101856082757,3.23804717615266,23.4,10
64,ACS2,3.135607784028837,0.9627180954505571,3.2869610476763165,21.1,10
65,ACS1,3.1300002848029163,0.9759049267221881,3.2101265144032993,21.2,10
65,Discop,3.1079098697616643,0.8722609783772064,3.557320083392227,22.4,10
65,ACS2,3.18115904880779,0.9788417284339218,3.256983283538741,21.2,10
66,ACS1,3.405466541131503,0.9832251727484589,3.468248639836009,20.1,10
66,Discop,2.686294506269813,0.8603538544448815,3.1110545088307426,26.6,10
66,ACS2,3.4303380524890827,0.9777050681556594,3.508161265667762,19.7,10
67,ACS1,3.050100489666279,0.9575028262417611,3.1894111322411116,22.5,10
67,Discop,2.802661652442562,0.8748336953782527,3.2058175938732583,25.8,10
67,ACS2,2.7687571543263902,0.9801613560846741,2.8251039621241327,25.2,10
68,ACS1,3.459686604394842,0.9802860170638029,3.5229485545783925,21.1,10
68,Discop,2.728706555929786,0.8833493175056738,3.0776847723528493,25.9,10
68,ACS2,3.3726887926887925,0.9696778473167278,3.4782683169041775,21.6,10
69,ACS1,3.0504445626212866,0.9824020396688002,3.1065814775284806,23.8,10
69,Discop,2.646120581047305,0.8698991621053404,3.0364146189246304,27.0,10
69,ACS2,2.895934285013232,0.9720100854468413,2.982072209098569,25.1,10
70,ACS1,3.346054437764964,0.9847183750292559,3.403895334921254,22.2,10
70,Discop,3.197403381642512,0.8750442996873892,3.6472454802640057,23.3,10
70,ACS2,2.8491268876051485,0.9866302339010875,2.891535635488167,25.0,10
71,ACS1,3.006180116881782,0.98270124122542,3.0622109409724216,25.6,10
71,Discop,2.8235103045103043,0.8805773940097732,3.211471769466267,26.6,10
71,ACS2,2.954464685641156,0.9753565422127298,3.033211135237292,24.9,10
72,ACS1,2.9882395970500912,0.9743592640677201,3.0628551086582507,24.7,10
72,Discop,2.6992599619528095,0.8843100950577443,3.0427513187215482,28.3,10
72,ACS2,3.348655865873257,0.9755332113064084,3.438602351502218,23.5,10
73,ACS1,3.2019920941992552,0.9599454046675333,3.335171044030969,23.5,10
73,Discop,2.624580927429503,0.8640800276880579,3.028055973348371,29.5,10
73,ACS2,3.2901234737905214,0.9724458156902582,3.398587065592204,23.8,10
74,ACS1,2.9026024152980674,0.9841130699694404,2.948610035315835,25.8,10
74,Discop,3.0899537087503424,0.8931591818684057,3.470679764479198,24.2,10
74,ACS2,2.8245396540599765,0.9845576341021534,2.877500875264364,28.2,10
75,ACS1,3.260367732520636,0.9837376577389569,3.3111227009498108,24.2,10
75,Discop,2.6241315830372782,0.8755670044160606,3.0001453342706847,29.8,10
75,ACS2,3.110569654279539,0.9722176804823915,3.203743905163376,25.4,10
76,ACS1,2.9471962011110726,0.9732873549144088,3.0210091738683373,26.7,10
76,Discop,2.9109935207993125,0.8717117861658995,3.332636149873661,27.3,10
76,ACS2,3.42058748403576,0.9841499669763873,3.4806870548775892,23.4,10
77,ACS1,2.9284131054131053,0.9806510433787325,2.990829520605934,26.9,10
77,Discop,2.8391525568043594,0.8725322601369117,3.2558323702992737,27.7,10
77,ACS2,3.2147213569696773,0.9656639122813218,3.3227894097576014,25.6,10
78,ACS1,3.3765611429784186,0.97812864472687,3.4493602111083925,25.3,10
78,Discop,2.7119989330999967,0.8717889065719392,3.1036677867125517,30.3,10
78,ACS2,2.9332877219398954,0.9676189181670877,3.039152939304291,28.2,10
79,ACS1,2.988842150858455,0.9719622704598395,3.074025798490218,27.1,10
79,Discop,3.1497892875207385,0.9099952883358078,3.4527181237442703,26.5,10
79,ACS2,2.824247471551015,0.9851074910663449,2.8748889164910842,29.8,10
80,ACS1,2.9663182701545874,0.9832803839896409,3.0152805003469143,27.8,10
80,Discop,2.627925697490915,0.873794111387179,3.006075473420323,32.8,10
80,ACS2,3.264187861382812,0.9857846168274633,3.313046110935988,25.3,10
81,ACS1,3.3141794075489726,0.9578283398875485,3.469654707986649,25.1,10
81,Discop,2.9417475627820453,0.9025095582333138,3.256310598641322,29.4,10
81,ACS2,2.891586406603648,0.9713095947045314,2.9785069325566225,28.8,10
82,ACS1,3.3318802479730474,0.9816768776235806,3.3939532390920215,25.6,10
82,Discop,2.765716212736673,0.8864549900879366,3.1074023373196247,32.1,10
82,ACS2,3.0147685490750504,0.9764491274472004,3.0912304471089413,27.9,10
83,ACS1,3.1162573210053286,0.9900734584525466,3.148921395058717,27.3,10
83,Discop,2.5176962920399077,0.8805645511196186,2.8550695999472198,34.4,10
83,ACS2,2.8701844269236343,0.9799633813757389,2.926177071457076,30.8,10
84,ACS1,2.9651637982964933,0.9822776638005586,3.0111904668852763,31.0,10
84,Discop,2.7093369533481733,0.8821833732307336,3.073683438332175,33.1,10
84,ACS2,3.0967319423214024,0.984549353968041,3.147652652452853,29.9,10
85,ACS1,3.2343612645336783,0.9672223010652956,3.3532609849967203,30.6,10
85,Discop,2.811965558387972,0.8810283809214156,3.192063899865744,32.2,10
85,ACS2,3.29622464850704,0.9789924474855614,3.3580689765638434,28.1,10
86,ACS1,2.9698442760942765,0.9810085340766346,3.0335036918708806,30.5,10
86,Discop,3.163442936901194,0.8870932644143427,3.5623981572198473,28.8,10
86,ACS2,3.1001409208640327,0.9762235083712966,3.17607008487405,29.6,10
87,ACS1,3.066347603419972,0.9882447384124667,3.1001796799925594,29.8,10
87,Discop,2.8427306807997343,0.8832191104996603,3.2096074114180473,32.0,10
87,ACS2,2.601099397474893,0.9858446178303231,2.6413686129543237,35.7,10
88,ACS1,2.6991477744610153,0.985106591464444,2.7381045191882847,33.6,10
88,Discop,2.8918054711246204,0.8821600135586218,3.2665208563664905,32.8,10
88,ACS2,2.390236156790326,0.9770102533074578,2.447277419620248,37.3,10
89,ACS1,2.729758163751298,0.975322242185458,2.793443854479821,33.9,10
89,Discop,2.4629076334943627,0.8805545697314437,2.7851035721184156,37.4,10
89,ACS2,3.0983194855878047,0.9864761960943236,3.136107250330136,31.1,10
90,ACS1,3.3143680998662943,0.9814601038286881,3.3772625427563603,28.5,10
90,Discop,2.4202959640001094,0.8823354894473983,2.739434688030941,38.7,10
90,ACS2,2.892190766550523,0.989061891808744,2.9296828100193606,32.5,10
91,ACS1,2.7746211790494315,0.9838761666203641,2.827418441551553,35.5,10
91,Discop,2.699092400384939,0.876132337907508,3.0633156570874,35.5,10
91,ACS2,3.215832226340781,0.9839273132377887,3.2777211419598813,29.1,10
92,ACS1,3.0865191520681936,0.9651307481269773,3.1949536291331606,30.6,10
92,Discop,3.19603450341396,0.8948773027402689,3.5527008090359615,32.2,10
92,ACS2,3.3870468611847926,0.9755334590535465,3.4707144851052214,28.7,10
93,ACS1,3.1407263634366247,0.9823738480800623,3.1991038503160416,31.5,10
93,Discop,3.2461168636168636,0.8758630839233664,3.699209113187674,29.7,10
93,ACS2,3.2131896481178392,0.9688532376279589,3.3139510759591078,30.1,10
94,ACS1,3.129004123766344,0.9748852206432481,3.1986203150751544,31.6,10
94,Discop,2.4366661625124357,0.8661450564989117,2.820688796810333,39.6,10
94,ACS2,3.001567357192744,0.990256927609815,3.0279551962412183,33.2,10
95,ACS1,3.4240666015019463,0.9666645762841076,3.5528387441228895,28.8,10
95,Discop,2.9433244488962576,0.8780450334354452,3.339564043797929,33.8,10
95,ACS2,3.3090638222611246,0.978902699177558,3.3833094612229617,29.5,10
96,ACS1,2.865482589794155,0.9842861900612846,2.910298611850081,35.3,10
96,Discop,2.5210070492738974,0.8505367632740182,2.9555992788217176,39.1,10
96,ACS2,3.0821394129047617,0.9783086967018988,3.1489105395451884,32.6,10
97,ACS1,3.37722211396636,0.9844092372154455,3.430459636218381,31.2,10
97,Discop,3.203387383925187,0.8824814655156707,3.6171517736385566,31.5,10
97,ACS2,2.934405693965143,0.9923556324975848,2.956210696992901,34.6,10
98,ACS1,2.856115016387787,0.9846979474163462,2.900377110080916,35.0,10
98,Discop,2.815813141124808,0.8730654885489674,3.217990343065041,35.5,10
98,ACS2,2.851305794458249,0.9831202589867368,2.9060774727984704,36.4,10
99,ACS1,2.5871725674862693,0.991681939873254,2.6085107891925254,38.9,10
99,Discop,2.5215177497277868,0.8762299125977387,2.8778282231062184,40.2,10
99,ACS2,3.182279374353107,0.9900849899941775,3.207230416021557,34.6,10
100,ACS1,3.0782152066782045,0.9708138636984612,3.1807240872615106,33.7,10
100,Discop,2.610411164973196,0.8742804940689334,2.9806737993268597,39.8,10
100,ACS2,2.9838494252799515,0.9702370314915392,3.0721366781732513,36.7,10
101,ACS1,2.6367530061888464,0.9928988398060342,2.65286948092544,39.6,10
101,Discop,2.7955970587370995,0.8837016218189957,3.13918742988293,39.2,10
101,ACS2,2.8864501736191683,0.9849043528559376,2.930277032182062,36.1,10
102,ACS1,3.103025510053289,0.9812396923212756,3.1692160262381255,35.1,10
102,Discop,2.7728017880812685,0.876466199101824,3.161735251906147,38.8,10
102,ACS2,3.0713686018834183,0.9789943895144944,3.1382716614726385,34.0,10
103,ACS1,2.9215119942346566,0.98882633517613,2.9598646489442215,39.2,10
103,Discop,2.71616801084812,0.8881262081887092,3.0543603365260865,40.3,10
103,ACS2,2.908624867465353,0.981421505462975,2.955342980085726,36.9,10
104,ACS1,2.9291303268542257,0.9897007494887575,2.9614229610369436,36.9,10
104,Discop,2.9018979351895497,0.8812863095679205,3.2982138525407527,37.5,10
104,ACS2,2.9365732873782644,0.9752767123668091,3.0101876047958576,37.0,10
105,ACS1,2.776906507463904,0.9818990372129841,2.8238895252469614,39.0,10
105,Discop,2.389136068123922,0.8760891423752406,2.7313804180850156,44.7,10
105,ACS2,3.127121541899632,0.9897011082906977,3.1620692127101755,34.5,10
106,ACS1,2.854187057221112,0.9834329720473866,2.8995362760093495,40.5,10
106,Discop,3.002573444130396,0.8856058115962652,3.3915216568274547,36.5,10
106,ACS2,2.9814777581191394,0.9858515219109911,3.025207461500313,36.2,10
107,ACS1,3.086053941386153,0.9936084264465533,3.10388477831414,35.8,10
107,Discop,2.552066303927206,0.8867469644307177,2.8708420424303123,42.8,10
107,ACS2,3.2291933039245557,0.9784449492469284,3.303147631162319,34.4,10
108,ACS1,3.2559120686507215,0.9693158640582,3.374682356166687,35.0,10
108,Discop,2.7070457285243466,0.8657988812656224,3.1097558373961256,42.8,10
108,ACS2,3.0392176818140753,0.9721818341946639,3.12853859918254,36.5,10
109,ACS1,3.1307741755820153,0.9917477054504074,3.1627481449454242,37.5,10
109,Discop,2.453778910444648,0.883131485855413,2.781363659114119,45.2,10
109,ACS2,3.0765208743893346,0.9863020691271694,3.120618228761846,36.4,10
110,ACS1,3.414711367136165,0.9823152112454225,3.4764035922146213,34.8,10
110,Discop,2.930917929217489,0.9079074241071317,3.2109963795946883,39.7,10
110,ACS2,2.870129797911191,0.983763658180733,2.918722525481417,39.8,10
111,ACS1,3.2192194898704187,0.9792299663036292,3.292184609564733,35.9,10
111,Discop,2.785885142742724,0.8939821889220632,3.1017818025991244,43.2,10
111,ACS2,2.913030974202595,0.9692913942597865,3.0005773939053944,39.3,10
112,ACS1,2.4734836463818204,0.984384953102498,2.5114693551898153,50.0,10
112,Discop,2.900728076643348,0.8882016496018647,3.2545469163178047,40.1,10
112,ACS2,3.266645936990764,0.987321881744354,3.3129138866261654,36.6,10
113,ACS1,3.063857183252753,0.9894658773143391,3.094935484879615,40.6,10
113,Discop,2.613810544694497,0.8884111773564148,2.9274796858431147,45.5,10
113,ACS2,3.128065371415343,0.9803826990444572,3.1963033046094833,37.7,10
114,ACS1,2.822786378888154,0.9855293792703742,2.863228687325688,41.1,10
114,Discop,2.64252911139749,0.8916721596591011,2.959646311942607,44.0,10
114,ACS2,3.029727388811332,0.9818093467021661,3.0996397620876457,40.0,10
115,ACS1,3.0827914596962946,0.9810483857500024,3.147373797805833,38.5,10
115,Discop,2.7979866139433947,0.8815188360713613,3.163205530440668,43.0,10
115,ACS2,2.932265197688973,0.9890068121686623,2.9630400613633645,40.0,10
116,ACS1,2.9432000874710513,0.9834735198259155,2.99105572952001,40.8,10
116,Discop,2.7547963710926178,0.8841635114028531,3.1003229918254065,46.1,10
116,ACS2,3.1874333106748627,0.9848987954273316,3.233306560252757,37.6,10
117,ACS1,2.993833021219776,0.9918913605758277,3.0197446881701624,40.1,10
117,Discop,2.5368604128893173,0.8874071187022092,2.8361122525771987,49.2,10
117,ACS2,2.6040140815104245,0.9874813422320262,2.636665301419914,45.5,10
118,ACS1,2.820803573747451,0.9776192425186343,2.89102288471188,43.6,10
118,Discop,2.6936977275203815,0.883379359000777,3.048845998806613,44.6,10
118,ACS2,2.6141894790955806,0.9924000247509486,2.632951882044961,46.5,10
119,ACS1,2.93091160626852,0.978128924523775,3.002058667631421,41.7,10
119,Discop,2.9864379330580606,0.8961833383199315,3.331706603830355,43.1,10
119,ACS2,3.100180436612577,0.9874275405007742,3.1407036270775324,40.3,10
120,ACS1,2.8633290537720164,0.9793676618455434,2.9268190469498743,42.9,10
120,Discop,3.206342386385489,0.8975117649101529,3.5613586250856413,40.0,10
